TimeMS,Acc,qDot
0.0,8.281048306174878,-0.3654077677251887
0.001,8.285655555359694,703.869812352687
0.002,8.289741254886987,704.0343642995168
0.003,8.29382891632822,704.1989479953937
0.004,8.29791854057277,704.3635634412841
0.005,8.302010128510315,704.5282106381483
0.006,8.306103681030942,704.6928895869434
0.007,8.310724545878188,704.8798794699801
0.008,8.314822282552347,705.0446262785479
0.009,8.318921986596308,705.2094048420727
0.01,8.323023658901555,705.3742151614911
0.011,8.327127300359955,705.5390572377366
0.012,8.33123291186372,705.7039310717375
0.013,8.33586743051881,705.891147808997
0.014,8.339977237829222,706.0560895166501
0.015,8.344089017978431,706.221062984995
0.016,8.34820277186011,706.3860682149418
0.017,8.352318500368266,706.5511052073952
0.018,8.356436204397275,706.7161739632558
0.019,8.361084415099567,706.9036176291916
0.02,8.365206326616535,707.0687542722172
0.021,8.369330216454538,707.2339226814978
0.022,8.373456085509371,707.3991228579135
0.023,8.37758393467722,707.5643548023411
0.024,8.381713764854565,707.7296185156508
0.025,8.385845576938287,707.8949139987095
0.026,8.390509762151433,708.0826216630062
0.027,8.394645795346175,708.2479850484691
0.028,8.398783813255351,708.4133802064258
0.029,8.40292381677725,708.5788071377227
0.03,8.407065806810555,708.7442658432025
0.031,8.41120978425431,708.9097563237037
0.032,8.415887744555198,709.0976910740459
0.033,8.420035954852567,709.2632494696725
0.034,8.424186155375162,709.4288396429738
0.035,8.428338347023466,709.5944615947681
0.036,8.432492530698337,709.7601153258705
0.037,8.436648707300918,709.9258008370878
0.038,8.441340481227092,710.1139627445734
0.039,8.445500902454265,710.2797161832668
0.04,8.44966331943075,710.4455014046397
0.041,8.45382773305919,710.6113184094818
0.042,8.45799414424256,710.7771671985766
0.043,8.462162553884214,710.9430477727046
0.044,8.466332962887858,711.1089601326403
0.045,8.471040853105132,711.2973862990433
0.046,8.475215520460834,711.4633666003311
0.047,8.47939219000798,711.629378689884
0.048,8.483570862651735,711.795422568458
0.049,8.487751539297621,711.9614982368031
0.05,8.491934220851517,712.127605695666
0.051,8.496656008381166,712.316259169252
0.052,8.5008429601196,712.4824345810082
0.053,8.505031919602294,712.6486417856477
0.054,8.50922288773657,712.8148807838962
0.055,8.51341586543013,712.9811515764751
0.056,8.517610853590977,713.1474541640994
0.057,8.522346577270165,713.3363350125467
0.058,8.526545847476592,713.5027055642312
0.059,8.530747130993388,713.6691079132356
0.06,8.534950428730067,713.8355420602572
0.061,8.539155741596458,714.0020080059861
0.062,8.543363070502782,714.1685057511088
0.063,8.547572416359623,714.3350352963082
0.064,8.552324399212239,714.5241806516339
0.065,8.556538040946997,714.6907781733815
0.066,8.56075370248323,714.8574074973711
0.067,8.564971384732985,715.0240686242644
0.068,8.569191088608656,715.1907615547185
0.069,8.573412815022962,715.3574862893842
0.07,8.578178818361982,715.5468591621459
0.071,8.58240485257704,715.7136518837036
0.072,8.586632912188563,715.8804764115466
0.073,8.59086299811077,716.0473327463072
0.074,8.595095111258198,716.2142208886108
0.075,8.59932925254578,716.3811408390801
0.076,8.604109315509472,716.5707412934732
0.077,8.608347776549287,716.7377292407944
0.078,8.61258826859392,716.9047489982606
0.079,8.616830792559728,717.0718005664727
0.08,8.621075349363476,717.2388839460274
0.081,8.62532193992227,717.4059991375168
0.082,8.629570565153584,717.5731461415284
0.083,8.634367031280584,717.7630113379361
0.084,8.63861999020182,717.9302263498756
0.085,8.64287498666816,718.097473176206
0.086,8.647132021598543,718.2647518174933
0.087,8.65139109591227,718.4320622742998
0.088,8.655652210528958,718.5994045471804
0.089,8.660462821270398,718.7894974601908
0.09,8.664728281590591,718.9569077501235
0.091,8.668995785093218,719.1243498579053
0.092,8.673265332699417,719.2918237840732
0.093,8.67753692533063,719.4593295291568
0.094,8.681810563908712,719.6268670936821
0.095,8.686086249355876,719.7944364781713
0.096,8.690913362370182,719.9847942864607
0.097,8.695193407530873,720.1524316980989
0.098,8.69947550244805,720.3201009313628
0.099,8.703759648045397,720.4878019867534
0.1,8.708045845246955,720.6555348647664
0.101,8.71233409497709,720.8232995658913
0.102,8.717175438043935,721.0138852204761
0.103,8.721468059563437,721.1817179570252
0.104,8.725762736505837,721.3495825182544
0.105,8.730059469797013,721.5174789046328
0.106,8.734358260363155,721.685407116624
0.107,8.738659109130866,721.853367154688
0.108,8.74296201702708,722.0213590192787
0.109,8.747819961998545,722.2122097162238
0.11,8.752127255766712,722.3802696253454
0.111,8.756436611565688,722.5483613624486
0.112,8.760748030323906,722.716484927967
0.113,8.765061512970147,722.8846403223288
0.114,8.76937706043356,723.0528275459583
0.115,8.774249321345417,723.2439062135444
0.116,8.778569266819066,723.4121614891219
0.117,8.782891280019085,723.580448595324
0.118,8.787215361876097,723.7487675325532
0.119,8.791541513321103,723.9171183012068
0.12,8.795869735285407,724.0855009016757
0.121,8.80020002870072,724.2539153343467
0.122,8.805088991672774,724.4452591851112
0.123,8.80942369725366,724.6137416778336
0.124,8.813760477202816,724.7822560040032
0.125,8.818099332453391,724.950802163985
0.126,8.822440263938951,725.1193801581396
0.127,8.826783272593417,725.2879899868232
0.128,8.831686637844948,725.4795619271629
0.129,8.836034070865939,725.648239822448
0.13,8.840383583979953,725.8169495534073
0.131,8.844735178122404,725.9856911203747
0.132,8.849088854229054,726.1544645236802
0.133,8.853444613235984,726.3232697636457
0.134,8.857802456079684,726.4921068405907
0.135,8.862722624072552,726.6839440985881
0.136,8.867084905511069,726.8528492492217
0.137,8.871449273718579,727.0217862378668
0.138,8.875815729633011,727.1907550648187
0.139,8.880184274192706,727.3597557303701
0.14,8.884554908336343,727.5287882348074
0.141,8.88948956540049,727.7208536958373
0.142,8.893864650402753,727.8899542796373
0.143,8.898241827928086,728.0590867032544
0.144,8.902621098916674,728.2282509669544
0.145,8.907002464309057,728.3974470709968
0.146,8.911385925046147,728.5666750156377
0.147,8.915771482069182,728.7359348011248
0.148,8.920723043082972,728.9282657078728
0.149,8.925113065266082,729.0975935787812
0.15,8.92950518668236,729.266953291352
0.151,8.93389940827457,729.436344845813
0.152,8.938295730985802,729.6057682423859
0.153,8.942694155759547,729.7752234812889
0.154,8.947660293090527,729.9677826989799
0.155,8.952063195351148,730.1373060280885
0.156,8.956468202628463,730.3068612002419
0.157,8.960875315867412,730.4764482156346
0.158,8.96528453601335,730.6460670744572
0.159,8.969695864011983,730.815717776895
0.16,8.974109300809339,730.9854003231268
0.161,8.979092443827158,731.178225108101
0.162,8.983510372486254,731.3479757495584
0.163,8.987930412906358,731.5177582354072
0.164,8.992352566035038,731.6875725658053
0.165,8.996776832820181,731.857418740904
0.166,9.00120321421009,732.027296760851
0.167,9.005631711153415,732.1972066257878
0.168,9.010631914782909,732.390297040656
0.169,9.015064918002397,732.5602750052749
0.17,9.01950003974565,732.7302848153614
0.171,9.02393728096283,732.9003264710358
0.172,9.028376642604453,733.0703999724124
0.173,9.032818125621398,733.2405053196003
0.174,9.037833040616748,733.4338242003344
0.175,9.042279042333872,733.6039976506011
0.176,9.046727168403667,733.7742029470552
0.177,9.051177419778494,733.9444400897825
0.178,9.055629797411118,734.1147090788656
0.179,9.060084302254609,734.2850099143789
0.18,9.064540935262443,734.4553425963932
0.181,9.069573013423128,734.6489272184413
0.182,9.074034179619275,734.8193280069328
0.183,9.07849747696527,734.9897606421822
0.184,9.082962906416046,735.1602251242364
0.185,9.08743046892696,735.3307214531391
0.186,9.091900165453724,735.5012496289279
0.187,9.096371996952373,735.6718096516341
0.188,9.101421293643275,735.8656600721012
0.189,9.105897672858072,736.0362882041072
0.19,9.110376190038394,736.2069481831661
0.191,9.114856846141825,736.3776400092883
0.192,9.11933964212627,736.5483636824764
0.193,9.123824578950046,736.7191192027299
0.194,9.128888723137745,736.9131982304608
0.195,9.133378220199377,737.0840218620003
0.196,9.137869861100995,737.2548773406367
0.197,9.142363646802371,737.425764666345
0.198,9.14685957826369,737.5966838390957
0.199,9.151357656445494,737.7676348588542
0.2,9.155857882308707,737.9386177255811
0.201,9.160939348400605,738.1329626528164
0.202,9.165444149103516,738.304013632574
0.203,9.169951100496613,738.4750964592073
0.204,9.17446020354232,738.6462111326545
0.205,9.178971459203424,738.8173576528469
0.206,9.183484868443042,738.9885360197086
0.207,9.1880004322247,739.1597462331612
0.208,9.193099276027782,739.354357111396
0.209,9.197619429290901,739.5256354390405
0.21,9.202141740113056,739.6969456130626
0.211,9.206666209459234,739.868287633358
0.212,9.211192838294844,740.0396614998198
0.213,9.215721627585658,740.2110672123345
0.214,9.220835456103822,740.4059068254542
0.215,9.225368847495881,740.5773806527097
0.216,9.229904402367124,740.7488863256972
0.217,9.234442121684847,740.9204238442803
0.218,9.238982006416695,741.091993208318
0.219,9.243524057530648,741.2635944176609
0.22,9.248068275995085,741.4352274721559
0.221,9.25319958642257,741.6303331268343
0.222,9.257748421704324,741.8020342961336
0.223,9.262299427368795,741.9737673101415
0.224,9.266852604385837,742.1455321686806
0.225,9.271407953725719,742.317328871569
0.226,9.275965476359069,742.4891574186194
0.227,9.280525173256885,742.6610178096387
0.228,9.2856740218448,742.8563895516564
0.229,9.29023835031604,743.0283180569476
0.23,9.294804856092155,743.2002784056375
0.231,9.299373540145657,743.3722705975104
0.232,9.30394440344943,743.5442946323437
0.233,9.308517446976689,743.716350509909
0.234,9.313092671701057,743.8884382299727
0.235,9.318259114856307,744.0840761030893
0.236,9.32283898595035,744.2562319362946
0.237,9.327421041290158,744.4284196113043
0.238,9.332005281850838,744.6006391278602
0.239,9.336591708607896,744.7728904856998
0.24,9.341180322537225,744.9451736845558
0.241,9.345771124615023,745.1174887241525
0.242,9.350955218900555,745.3133927700914
0.243,9.355550682184424,745.4857759210963
0.244,9.360148336673648,745.6581909120213
0.245,9.364748183346011,745.8306377425697
0.246,9.369350223179602,746.003116412436
0.247,9.373954457152935,746.1756269213128
0.248,9.379153771846116,746.3717598866392
0.249,9.383762679812886,746.5443385049712
0.25,9.388373784983377,746.716948961383
0.251,9.39298708833757,746.8895912555406
0.252,9.397602590855875,747.0622653871061
0.253,9.402220293519063,747.2349713557362
0.254,9.40684019730823,747.4077091610789
0.255,9.412057268738923,747.6041083714476
0.256,9.416681861432764,747.7769142833816
0.257,9.42130865832481,747.9497520309707
0.258,9.425937660397736,748.1226216138414
0.259,9.430568868634529,748.2955230316129
0.26,9.435202284018594,748.4684562839
0.261,9.4398379075337,748.6414213703121
0.262,9.445072792712391,748.8380868615534
0.263,9.44971312008375,749.0111200510804
0.264,9.454355658666604,749.1841850735436
0.265,9.459000409446261,749.3572819285289
0.266,9.463647373408385,749.5304106156154
0.267,9.468296551539018,749.7035711343763
0.268,9.472947944824531,749.8767634843782
0.269,9.478200700918665,750.0736952902363
0.27,9.482856813052353,750.2469557392583
0.271,9.487515143429684,750.4202480182045
0.272,9.49217569303861,750.593572126619
0.273,9.496838462867395,750.7669280640381
0.274,9.501503453904729,750.9403158299936
0.275,9.506170667139674,751.1137354240119
0.276,9.511441351473877,751.3109335761297
0.277,9.516113298589369,751.4844212644527
0.278,9.520787470999469,751.6579407793902
0.279,9.525463869694773,751.8314921204436
0.28,9.530142495666238,752.0050752871093
0.281,9.534823349905153,752.1786902788758
0.282,9.53950643340322,752.352337095227
0.283,9.544795103459615,752.5498016231384
0.284,9.549482935911085,752.7235165284544
0.285,9.55417300072706,752.8972632567779
0.286,9.558865298900718,753.0710418075665
0.287,9.563559831425675,753.244852180274
0.288,9.568256599295896,753.4186943743481
0.289,9.572955603505736,753.5925683892309
0.29,9.578262316924064,753.7902993203401
0.291,9.582966085200688,753.9642414182182
0.292,9.58767209293055,754.1382153351942
0.293,9.592380341109521,754.3122210706848
0.294,9.597090830733865,754.4862586241019
0.295,9.601803562800164,754.6603279948488
0.296,9.606518538305421,754.8344291823253
0.297,9.611843352883358,755.0324265418986
0.298,9.61656310760941,755.2065958057705
0.299,9.621285108896398,755.3807968845293
0.3,9.626009357742808,755.5550297775486
0.301,9.630735855147556,755.7292944841971
0.302,9.635464602109932,755.9035910038376
0.303,9.640195599629546,756.0779193358254
0.304,9.645538573322908,756.2761831469765
0.305,9.650274365257957,756.450579548122
0.306,9.655012410880547,756.6250077596392
0.307,9.659752711191869,756.7994677808591
0.308,9.664495267193452,756.9739596111069
0.309,9.669240079887246,757.1484832497023
0.31,9.673987150275549,757.3230386959586
0.311,9.679348341198523,757.5215689796341
0.312,9.684100221237621,757.6961924871715
0.313,9.688854362109824,757.8708478002584
0.314,9.693610764819008,758.0455349181835
0.315,9.698369430369377,758.2202538402292
0.316,9.703130359765547,758.3950045656724
0.317,9.70789355401245,758.5697870937815
0.318,9.71327302043785,758.7685838687489
0.319,9.718041039611617,758.9434344496174
0.32,9.722811326783098,759.1183168309068
0.321,9.727583882958818,759.2932310118625
0.322,9.732358709145627,759.4681769917223
0.323,9.737135806350794,759.6431547697194
0.324,9.74191517558197,759.8181643450813
0.325,9.747312975941412,760.0172276279123
0.326,9.75209718541635,760.1923052468638
0.327,9.75688367007258,760.3674146607965
0.328,9.761672430919306,760.5425558689129
0.329,9.766463468966089,760.7177288704082
0.33,9.771256785222818,760.8929336644703
0.331,9.776052380699808,761.068170250283
0.332,9.781468573584032,761.2675000553457
0.333,9.786269024662532,761.4428046749268
0.334,9.791071758125007,761.61814108374
0.335,9.795876774983263,761.7935092809417
0.336,9.800684076249542,761.9689092656838
0.337,9.805493662936437,762.1443410371111
0.338,9.81030553605693,762.319804594363
0.339,9.815740180215927,762.5194009338015
0.34,9.820556924336572,762.6949325143445
0.341,9.825375958062873,762.870495878055
0.342,9.83019728240935,763.0460910240466
0.343,9.835020898390914,763.2217179514267
0.344,9.839846807022797,763.3973766592953
0.345,9.844675009320666,763.5730671467471
0.346,9.85012816366395,763.7729300304719
0.347,9.8549612524016,763.9486885300789
0.348,9.859796637985706,764.1244788064747
0.349,9.864634321433428,764.3003008587275
0.35,9.869474303762365,764.4761546859
0.351,9.874316585990474,764.6520402870499
0.352,9.87916116913604,764.8279576612252
0.353,9.88463289273288,765.0280870968979
0.354,9.88948237779885,765.2040724714277
0.355,9.894334166971152,765.3800896160499
0.356,9.89918826126968,765.5561385297889
0.357,9.904044661714645,765.7322192116613
0.358,9.908903369326701,765.9083316606797
0.359,9.913764385126845,766.084475875849
0.36,9.919254737206467,766.2848718688684
0.361,9.92412067044871,766.4610840719246
0.362,9.928988915076285,766.6373280380568
0.363,9.933859472111774,766.8136037662455
0.364,9.938732342578104,766.9899112554625
0.365,9.94360752749861,767.1662505046756
0.366,9.948485027896938,767.3426215128437
0.367,9.953994067848766,767.5432840663323
0.368,9.958876501251957,767.7197230492467
0.369,9.96376125333867,767.8961937879013
0.37,9.968648325134172,768.0726962812311
0.371,9.973537717664035,768.2492305281618
0.372,9.97842943195429,768.4257965276161
0.373,9.983323469031317,768.6023942785087
0.374,9.988219829921837,768.7790237797473
0.375,9.993750251817135,768.9799902277048
0.376,9.998651563508506,769.156687687858
0.377,10.003555202228673,769.3334168949807
0.378,10.00846116900597,769.5101778479558
0.379,10.013369464869042,769.6869705456571
0.38,10.018280090846973,769.8637949869552
0.381,10.023193047969206,770.0406511707127
0.382,10.028742285385423,770.2418841780154
0.383,10.033660208959448,770.418808306097
0.384,10.038580466901484,770.5957641731177
0.385,10.043503060242552,770.7727517779143
0.386,10.048427990014025,770.9497711193167
0.387,10.053355257247684,771.1268221961491
0.388,10.058284862975627,771.303905007227
0.389,10.063852975806636,771.5054045697566
0.39,10.068787563678532,771.6825553098822
0.391,10.073724493276904,771.8597377805908
0.392,10.078663765635465,772.0369519806733
0.393,10.083605381788253,772.2141979089115
0.394,10.088549342769738,772.391475564084
0.395,10.093495649614772,772.5687849449616
0.396,10.099082697915524,772.7705510562648
0.397,10.104034002637997,772.9479283502267
0.398,10.10898765646461,773.1253373660845
0.399,10.113943660431778,773.3027781025835
0.4,10.11890201557629,773.4802505584614
0.401,10.123862722935264,773.6577547324479
0.402,10.128825783546244,773.8352906232674
0.403,10.133791198447156,774.0128582296386
0.404,10.139399911810255,774.2149282087454
0.405,10.144370342579466,774.3925637091276
0.406,10.149343130888855,774.5702309210866
0.407,10.154318277777916,774.747929843314
0.408,10.159295784286526,774.9256604744946
0.409,10.164275651454878,775.1034228133047
0.41,10.169257880323594,775.2812168584155
0.411,10.174885658232544,775.4835533644792
0.412,10.1798729187916,775.6614152861497
0.413,10.184862544309805,775.8393089100019
0.414,10.189854535829294,776.0172342346784
0.415,10.194848894392653,776.1951912588175
0.416,10.199845621042808,776.3731799810496
0.417,10.204844716823104,776.5512003999987
0.418,10.210491619840072,776.753803419139
0.419,10.215495763174195,776.9318916964949
0.42,10.220502278905657,777.1100116662997
0.421,10.225511168079366,777.2881633271512
0.422,10.230522431740605,777.4663466776396
0.423,10.235536070934977,777.6445617163475
0.424,10.240552086708528,777.8228084418514
0.425,10.245570480107672,778.0010868527221
0.426,10.251239265027959,778.2039936886316
0.427,10.256262724120196,778.3823399363241
0.428,10.261288564114922,778.5607178649464
0.429,10.266316786060138,778.7391274730415
0.43,10.271347391004204,778.9175687591463
0.431,10.276380379995828,779.0960417217882
0.432,10.28141575408414,779.2745463594898
0.433,10.28710379427634,779.4777196706128
0.434,10.292144250010102,779.6562921254681
0.435,10.297187094126004,779.8348962507997
0.436,10.30223232767469,780.0135320451006
0.437,10.307279951707248,780.1921995068597
0.438,10.31232996727513,780.370898634558
0.439,10.31738237543018,780.5496294266701
0.44,10.323089731965782,780.7530691915583
0.441,10.328147237760213,780.931867780441
0.442,10.33320713943574,781.1106980290026
0.443,10.33826943804576,781.28955993569
0.444,10.343334134644078,781.4684534989435
0.445,10.348401230284818,781.6473787171948
0.446,10.353470726022541,781.8263355888704
