TimeMS,Acc,qDot
0.0,8.281048306174878,-0.3654077677251887
0.001,8.282513478963761,703.7363393631645
0.002,8.28397889165697,703.7896310502883
0.003,8.28544454428667,703.8429243090507
0.004,8.28691043688504,703.8962191387612
0.005,8.2883765694843,703.9495155387305
0.006,8.289842942116604,704.0028135082671
0.007,8.291309554814177,704.0561130466813
0.008,8.292776407609201,704.1094141532811
0.009,8.29424350053385,704.1627168273749
0.01,8.29571083362036,704.2160210682723
0.011,8.297178406900912,704.2693268752807
0.012,8.298646220407687,704.3226342477079
0.013,8.300114274172916,704.3759431848622
0.014,8.301582568228783,704.4292536860507
0.015,8.303051102607517,704.482565750581
0.016,8.30451987734131,704.5358793777604
0.017,8.305988892462356,704.5891945668941
0.018,8.307458148002896,704.6425113172905
0.019,8.308927643995112,704.6958296282548
0.02,8.310397380471246,704.7491494990938
0.021,8.311867357463498,704.8024709291127
0.022,8.313337575004072,704.8557939176169
0.023,8.314808033125212,704.9091184639124
0.024,8.316278731859116,704.9624445673036
0.025,8.317749671238028,705.0157722270961
0.026,8.31922085129416,705.0691014425945
0.027,8.320692272059723,705.1224322131022
0.028,8.322163933566971,705.1757645379244
0.029,8.323635835848112,705.2290984163645
0.03,8.325107978935373,705.2824338477257
0.031,8.326580362861003,705.3357708313127
0.032,8.328052987657216,705.389109366427
0.033,8.329525853356268,705.4424494523731
0.034,8.330998959990382,705.4957910884531
0.035,8.332472307591782,705.5491342739683
0.036,8.333945896192738,705.602479008223
0.037,8.335419725825462,705.6558252905176
0.038,8.33689379652222,705.7091731201547
0.039,8.338368108315251,705.7625224964354
0.04,8.339842661236778,705.8158734186605
0.041,8.341317455319079,705.869225886132
0.042,8.342792490594377,705.9225798981495
0.043,8.34426776709495,705.975935454015
0.044,8.345743284853032,706.0292925530279
0.045,8.347219043900868,706.0826511944874
0.046,8.348695044270737,706.1360113776949
0.047,8.350171285994874,706.1893731019487
0.048,8.351647769105561,706.2427363665495
0.049,8.353124493635047,706.2961011707957
0.05,8.354601459615575,706.3494675139851
0.051,8.356078667079439,706.4028353954177
0.052,8.357556116058891,706.4562048143916
0.053,8.35903380658618,706.5095757702037
0.054,8.360511738693603,706.5629482621536
0.055,8.361989912413405,706.6163222895374
0.056,8.363468327777882,706.669697851654
0.057,8.364946984819296,706.7230749477999
0.058,8.366425883569903,706.776453577271
0.059,8.367905024062011,706.8298337393657
0.06,8.369384406327862,706.8832154333787
0.061,8.370864030399773,706.9365986586075
0.062,8.372343896310007,706.989983414348
0.063,8.373824004090825,707.0433696998945
0.064,8.375304353774549,707.0967575145442
0.065,8.376784945393434,707.1501468575909
0.066,8.378265778979792,707.2035377283311
0.067,8.3797468545659,707.2569301260583
0.068,8.381228172184032,707.3103240500667
0.069,8.38270973186651,707.3637194996519
0.07,8.384191533645597,707.4171164741065
0.071,8.38567357755362,707.4705149727256
0.072,8.386625685307425,707.5015522432511
0.073,8.38810812669463,707.5549529656273
0.074,8.38959081029595,707.6083552102818
0.075,8.391073736143714,707.661758976509
0.076,8.392556904270203,707.7151642636006
