ALT-KM,T-DEG-K,T-DEG-C
26.146000000000,531.800000000000,258.650000000000
25.843000000000,534.400000000000,261.250000000000
25.555000000000,536.900000000000,263.750000000000
25.281000000000,538.800000000000,265.650000000000
24.997000000000,541.600000000000,268.450000000000
24.702000000000,544.000000000000,270.850000000000
24.436000000000,546.300000000000,273.150000000000
24.168000000000,548.700000000000,275.550000000000
23.904000000000,551.000000000000,277.850000000000
23.638000000000,553.400000000000,280.250000000000
23.356000000000,555.600000000000,282.450000000000
23.092000000000,557.700000000000,284.550000000000
22.834000000000,559.900000000000,286.750000000000
22.567000000000,562.100000000000,288.950000000000
22.304000000000,564.200000000000,291.050000000000
22.040000000000,566.600000000000,293.450000000000
21.755000000000,568.600000000000,295.450000000000
21.494000000000,570.700000000000,297.550000000000
21.256000000000,572.700000000000,299.550000000000
21.003000000000,574.500000000000,301.350000000000
20.749000000000,576.800000000000,303.650000000000
20.500000000000,578.600000000000,305.450000000000
20.259000000000,580.600000000000,307.450000000000
20.018000000000,582.600000000000,309.450000000000
19.796000000000,584.600000000000,311.450000000000
19.550000000000,586.300000000000,313.150000000000
19.319000000000,588.300000000000,315.150000000000
19.097000000000,590.200000000000,317.050000000000
18.862000000000,592.100000000000,318.950000000000
18.657000000000,593.900000000000,320.750000000000
18.433000000000,595.500000000000,322.350000000000
18.228000000000,597.500000000000,324.350000000000
18.016000000000,599.100000000000,325.950000000000
17.797000000000,601.100000000000,327.950000000000
17.590000000000,602.700000000000,329.550000000000
17.391000000000,604.200000000000,331.050000000000
17.185000000000,606.300000000000,333.150000000000
16.963000000000,607.700000000000,334.550000000000
16.780000000000,609.500000000000,336.350000000000
16.564000000000,611.100000000000,337.950000000000
16.381000000000,613.100000000000,339.950000000000
16.179000000000,614.700000000000,341.550000000000
15.992000000000,616.500000000000,343.350000000000
15.773000000000,617.900000000000,344.750000000000
15.574000000000,619.500000000000,346.350000000000
15.377000000000,621.100000000000,347.950000000000
15.170000000000,622.300000000000,349.150000000000
14.962000000000,624.300000000000,351.150000000000
14.760000000000,625.500000000000,352.350000000000
14.553000000000,627.300000000000,354.150000000000
14.364000000000,628.800000000000,355.650000000000
14.151000000000,630.200000000000,357.050000000000
13.944000000000,631.900000000000,358.750000000000
13.747000000000,633.300000000000,360.150000000000
13.360000000000,636.700000000000,363.550000000000
12.989000000000,639.700000000000,366.550000000000
12.573000000000,642.400000000000,369.250000000000
12.195000000000,645.700000000000,372.550000000000
11.792000000000,648.300000000000,375.150000000000
11.444000000000,651.300000000000,378.150000000000
11.084000000000,653.600000000000,380.450000000000
10.744000000000,655.800000000000,382.650000000000
10.392000000000,658.300000000000,385.150000000000
10.051000000000,660.200000000000,387.050000000000
9.678000000000,663.800000000000,390.650000000000
9.344000000000,665.800000000000,392.650000000000
8.983000000000,669.000000000000,395.850000000000
8.626000000000,671.500000000000,398.350000000000
8.274000000000,673.500000000000,400.350000000000
7.958000000000,676.800000000000,403.650000000000
7.637000000000,678.000000000000,404.850000000000
7.299000000000,680.400000000000,407.250000000000
6.965000000000,683.200000000000,410.050000000000
6.632000000000,685.400000000000,412.250000000000
6.315000000000,688.000000000000,414.850000000000
6.000000000000,689.800000000000,416.650000000000
5.682000000000,692.300000000000,419.150000000000
5.370000000000,694.700000000000,421.550000000000
5.070000000000,696.400000000000,423.250000000000
4.756000000000,698.900000000000,425.750000000000
4.468000000000,701.000000000000,427.850000000000
4.173000000000,703.600000000000,430.450000000000
3.866000000000,705.400000000000,432.250000000000
3.581000000000,707.200000000000,434.050000000000
3.286000000000,710.000000000000,436.850000000000
2.997000000000,711.600000000000,438.450000000000
2.720000000000,713.800000000000,440.650000000000
2.442000000000,716.000000000000,442.850000000000
2.171000000000,718.200000000000,445.050000000000
1.897000000000,719.700000000000,446.550000000000
1.636000000000,721.600000000000,448.450000000000
1.358000000000,724.000000000000,450.850000000000
1.095000000000,725.600000000000,452.450000000000
0.825000000000,727.700000000000,454.550000000000
0.559000000000,730.000000000000,456.850000000000
0.306000000000,732.000000000000,458.850000000000
0.040000000000,733.500000000000,460.350000000000
0.000000000000,735.500000000000,462.350000000000
0.000000000000,737.700000000000,464.550000000000
0.000000000000,738.500000000000,465.350000000000
66.852000000000,233.200000000000,-39.950000000000
66.003000000000,236.000000000000,-37.150000000000
64.748000000000,240.200000000000,-32.950000000000
63.603000000000,244.100000000000,-29.050000000000
62.597000000000,247.600000000000,-25.550000000000
61.620000000000,250.600000000000,-22.550000000000
60.736000000000,253.900000000000,-19.250000000000
59.958000000000,257.800000000000,-15.350000000000
59.188000000000,262.500000000000,-10.650000000000
58.517000000000,267.500000000000,-5.650000000000
57.766000000000,273.100000000000,-0.050000000000
57.192000000000,278.900000000000,5.750000000000
56.576000000000,285.300000000000,12.150000000000
55.919000000000,292.200000000000,19.050000000000
55.355000000000,299.400000000000,26.250000000000
54.763000000000,305.100000000000,31.950000000000
54.493000000000,308.300000000000,35.150000000000
53.955000000000,314.300000000000,41.150000000000
53.447000000000,319.100000000000,45.950000000000
52.937000000000,324.500000000000,51.350000000000
52.454000000000,329.300000000000,56.150000000000
51.985000000000,334.500000000000,61.350000000000
51.513000000000,338.200000000000,65.050000000000
51.081000000000,342.400000000000,69.250000000000
50.621000000000,346.700000000000,73.550000000000
50.137000000000,350.900000000000,77.750000000000
49.699000000000,353.900000000000,80.750000000000
49.308000000000,357.700000000000,84.550000000000
48.892000000000,361.300000000000,88.150000000000
48.463000000000,363.900000000000,90.750000000000
48.089000000000,366.300000000000,93.150000000000
47.707000000000,368.400000000000,95.250000000000
47.334000000000,370.500000000000,97.350000000000
47.008000000000,372.300000000000,99.150000000000
46.637000000000,374.000000000000,100.850000000000
46.285000000000,376.700000000000,103.550000000000
45.875000000000,378.600000000000,105.450000000000
45.541000000000,381.000000000000,107.850000000000
45.200000000000,383.800000000000,110.650000000000
44.853000000000,385.600000000000,112.450000000000
44.556000000000,387.700000000000,114.550000000000
44.247000000000,389.500000000000,116.350000000000
43.925000000000,391.200000000000,118.050000000000
43.602000000000,393.200000000000,120.050000000000
43.322000000000,394.700000000000,121.550000000000
43.028000000000,396.400000000000,123.250000000000
42.723000000000,398.300000000000,125.150000000000
42.440000000000,400.000000000000,126.850000000000
42.164000000000,401.700000000000,128.550000000000
